T (K);H (kJ/kmol)
292,35;-74726,29948
292,4;-74724,54102
292,45;-74722,78256
292,5;-74720,98224
292,55;-74719,22378
292,6;-74717,46533
292,65;-74715,665
292,7;-74713,90655
292,75;-74712,14809
292,8;-74710,34777
292,85;-74708,58931
292,9;-74706,78899
292,95;-74705,03053
293;-74703,27208
293,05;-74701,47175
293,1;-74699,7133
293,15;-74697,91297
293,2;-74696,15452
293,25;-74694,39606
293,3;-74692,59574
293,35;-74690,83728
293,4;-74689,03696
293,45;-74687,2785
293,5;-74685,52004
293,55;-74683,71972
293,6;-74681,96126
293,65;-74680,16094
293,7;-74678,40248
293,75;-74676,64403
293,8;-74674,8437
293,85;-74673,08525
293,9;-74671,28492
293,95;-74669,52647
294;-74667,76801
294,05;-74665,96769
294,1;-74664,20923
294,15;-74662,40891
294,2;-74660,65045
294,25;-74658,85013
294,3;-74657,09167
294,35;-74655,33322
294,4;-74653,53289
294,45;-74651,77444
294,5;-74649,97411
294,55;-74648,21566
294,6;-74646,41533
294,65;-74644,65688
294,7;-74642,85655
294,75;-74641,0981
294,8;-74639,29777
294,85;-74637,53932
294,9;-74635,78086
294,95;-74633,98054
295;-74632,22208
295,05;-74630,42176
295,1;-74628,6633
295,15;-74626,86298
295,2;-74625,10452
295,25;-74623,3042
295,3;-74621,54574
295,35;-74619,74542
295,4;-74617,98696
295,45;-74616,18664
295,5;-74614,42818
295,55;-74612,62786
295,6;-74610,8694
295,65;-74609,06908
295,7;-74607,31062
295,75;-74605,5103
295,8;-74603,75184
295,85;-74601,95152
295,9;-74600,19306
295,95;-74598,39274
296;-74596,63428
296,05;-74594,83396
296,1;-74593,0755
296,15;-74591,27518
296,2;-74589,51672
296,25;-74587,7164
296,3;-74585,95794
296,35;-74584,15762
296,4;-74582,39916
296,45;-74580,59884
296,5;-74578,84038
296,55;-74577,04006
296,6;-74575,23973
296,65;-74573,48128
296,7;-74571,68095
296,75;-74569,9225
296,8;-74568,12217
296,85;-74566,36372
296,9;-74564,56339
296,95;-74562,80494
297;-74561,00461
297,05;-74559,20429
297,1;-74557,44583
297,15;-74555,64551
297,2;-74553,88705
297,25;-74552,08673
297,3;-74550,32827
297,35;-74548,52795
297,4;-74546,76949
297,45;-74544,96917
297,5;-74543,16884
297,55;-74541,41039
297,6;-74539,61006
297,65;-74537,85161
297,7;-74536,05128
297,75;-74534,25096
297,8;-74532,4925
297,85;-74530,69218
297,9;-74528,93372
297,95;-74527,1334
298;-74525,33308
298,05;-74523,57462
298,1;-74521,7743
298,15;-74520,01584
298,2;-74518,21552
298,25;-74516,41519
298,3;-74514,65674
298,35;-74512,85641
298,4;-74511,09796
298,45;-74509,29763
298,5;-74507,49731
298,55;-74505,73885
298,6;-74503,93853
298,65;-74502,1382
298,7;-74500,37975
298,75;-74498,57942
298,8;-74496,82097
298,85;-74495,02064
298,9;-74493,22032
298,95;-74491,46186
299;-74489,66154
299,05;-74487,86122
299,1;-74486,10276
299,15;-74484,30244
299,2;-74482,50211
299,25;-74480,74366
299,3;-74478,94333
299,35;-74477,14301
299,4;-74475,38455
299,45;-74473,58423
299,5;-74471,7839
299,55;-74470,02545
299,6;-74468,22512
299,65;-74466,4248
299,7;-74464,66634
299,75;-74462,86602
299,8;-74461,0657
299,85;-74459,30724
299,9;-74457,50692
299,95;-74455,7
300;-74453,9
